SB279407424	Escherichia coli
SB2710196307	Escherichia coli
SB2710442273	Escherichia coli
SB2710441940	Escherichia coli
SB2711674113	Escherichia coli
SRR7724602	Escherichia coli
SB278790581	Escherichia coli
SB279406835	Escherichia coli
SB278790716	Escherichia coli
SB278790671	Escherichia coli
SRR8375460	Escherichia coli
SB279406446	Escherichia coli
SB2710442632	Escherichia coli
SB2710441374	Escherichia coli
SB278790506	Escherichia coli
SB2710445736	Escherichia coli
SB2710442289	Escherichia coli
SB278791272	Escherichia coli
SB2711673303	Escherichia coli
SB2710445746	Escherichia coli
SB2710445724	Escherichia coli
SB2711673285	Escherichia coli
SB2710445683	Escherichia coli
SB279406850	Escherichia coli
SB2710445605	Escherichia coli
SB279406985	Escherichia coli
SB2711674250	Escherichia coli
SB279408719	Escherichia coli
SB2710441502	Escherichia coli
SB2711673837	Escherichia coli
SB279408790	Escherichia coli
SB2710196087	Escherichia coli
SB278790595	Escherichia coli
SB278791481	Escherichia coli
SB277889740	Escherichia coli
SB279406392	Escherichia coli
SB279407334	Escherichia coli
SB279407971	Escherichia coli
SB278791398	Escherichia coli
SB2710446120	Escherichia coli
SB279406570	Escherichia coli
SB279408828	Escherichia coli
SB2710445483	Escherichia coli
SB279408274	Escherichia coli
SB278790485	Escherichia coli
SB279406697	Escherichia coli
SB2711673480	Escherichia coli
SB2711673598	Escherichia coli
SB2711673127	Escherichia coli
SB2710445752	Escherichia coli
SB2711673583	Escherichia coli
SB2710445958	Escherichia coli
SB278790924	Escherichia coli
SB2710441405	Escherichia coli
SRR14138362	Escherichia coli
SB279408824	Escherichia coli
SB278791082	Escherichia coli
SB278344463	Escherichia coli
SB2710441862	Escherichia coli
SB2710446002	Escherichia coli
SB279406726	Escherichia coli
SB2710446106	Escherichia coli
SB2710445657	Escherichia coli
SB2711673543	Escherichia coli
SB279407793	Escherichia coli
SB279407972	Escherichia coli
SB279406582	Escherichia coli
SB2711673595	Escherichia coli
SB2710442436	Escherichia coli
SB2710445988	Escherichia coli
SB278791104	Escherichia coli
SB2710445440	Escherichia coli
SB2710442039	Escherichia coli
SB278790672	Escherichia coli
SB2710441407	Escherichia coli
SB2710442457	Escherichia coli
SB2710442212	Escherichia coli
SB2710445956	Escherichia coli
SB2710445195	Escherichia coli
SB2711674209	Escherichia coli
SB278791818	Escherichia coli
SB2711673671	Escherichia coli
SB279407835	Escherichia coli
SB279406453	Escherichia coli
SB2711672618	Escherichia coli
SB279406503	Escherichia coli
SB2710441981	Escherichia coli
SB279407956	Escherichia coli
SB2711672535	Escherichia coli
SB278791391	Escherichia coli
SB2710445447	Escherichia coli
SB279406390	Escherichia coli
SB279407131	Escherichia coli
SB278790288	Escherichia coli
SB2710445891	Escherichia coli
SB2710446025	Escherichia coli
SB2710442082	Escherichia coli
SB279408897	Escherichia coli
SB2711673603	Escherichia coli
SB278790853	Escherichia coli
SB2710442260	Escherichia coli
SB2710441408	Escherichia coli
SB2710445160	Escherichia coli
SB2710443037	Escherichia coli
SB2710442993	Escherichia coli
SB278790791	Escherichia coli
SB279406722	Escherichia coli
SB2710445755	Escherichia coli
SB278791468	Escherichia coli
SB278790269	Escherichia coli
SB2710442996	Escherichia coli
SRR14138343	Escherichia coli
SB277889384	Escherichia coli
SB279406677	Escherichia coli
SB2710196306	Escherichia coli
SB278791828	Escherichia coli
SB2710441392	Escherichia coli
SB279407892	Escherichia coli
SB2710445946	Escherichia coli
SB2711673918	Escherichia coli
SB278791205	Escherichia coli
SB279407097	Escherichia coli
SB278344737	Escherichia coli
SB2710442675	Escherichia coli
SB279408351	Escherichia coli
SB278791702	Escherichia coli
SB2710196109	Escherichia coli
SB278790646	Escherichia coli
SB278344609	Escherichia coli
SB278790317	Escherichia coli
SB2710445992	Escherichia coli
SB279406829	Escherichia coli
SB2711673579	Escherichia coli
SB278345007	Escherichia coli
SB2711673865	Escherichia coli
SB2710445996	Escherichia coli
SB2710196100	Escherichia coli
SB279408547	Escherichia coli
SB278791528	Escherichia coli
SB278790423	Escherichia coli
SB279408509	Escherichia coli
SB278791410	Escherichia coli
SB279408750	Escherichia coli
SB278790613	Escherichia coli
SB279408718	Escherichia coli
SB2710442294	Escherichia coli
SB279406839	Escherichia coli
SB2711673110	Escherichia coli
SB2710441944	Escherichia coli
SB2710446022	Escherichia coli
SB2711672741	Escherichia coli
SB278344719	Escherichia coli
SB2710441938	Escherichia coli
SB2710196343	Escherichia coli
SB2711673641	Escherichia coli
SB2710441925	Escherichia coli
SB279406776	Escherichia coli
SB2710196298	Escherichia coli
SB278790425	Escherichia coli
SB279408510	Escherichia coli
SB2710196322	Escherichia coli
SB2710196136	Escherichia coli
SRR11550944	Escherichia coli
SB2710445332	Escherichia coli
SB2710442298	Escherichia coli
SB2710442297	Escherichia coli
SB2711673885	Escherichia coli
SB278790273	Escherichia coli
SRR7026302	Escherichia coli
SB2710196354	Escherichia coli
SB278344612	Escherichia coli
SB2710441844	Escherichia coli
SB279408848	Escherichia coli
SB279408357	Escherichia coli
SB278790350	Escherichia coli
SB2710445514	Escherichia coli
SB278790567	Escherichia coli
SB277889487	Escherichia coli
SB2711673590	Escherichia coli
SB2711673444	Escherichia coli
SB2710445811	Escherichia coli
SB2710445974	Escherichia coli
SB278791437	Escherichia coli
SB2710196324	Escherichia coli
SB2711672751	Escherichia coli
SB2711672851	Escherichia coli
SB2711672762	Escherichia coli
SB279407221	Escherichia coli
SB2711672575	Escherichia coli
SB2710446104	Escherichia coli
SB2710441997	Escherichia coli
SB2710441850	Escherichia coli
SB2711672609	Escherichia coli
SB278791088	Escherichia coli
SB2710196320	Escherichia coli
SB2711673181	Escherichia coli
SB2710441395	Escherichia coli
SB2711673326	Escherichia coli
SB2711672570	Escherichia coli
SB279407236	Escherichia coli
SB278344748	Escherichia coli
SB2711672579	Escherichia coli
SB2710442605	Escherichia coli
SB279407999	Escherichia coli
SRR13131697	Escherichia coli
SB2710445725	Escherichia coli
SB278790290	Escherichia coli
SB279406409	Escherichia coli
SB279406942	Escherichia coli
SB279406862	Escherichia coli
SB278791342	Escherichia coli
SB278790587	Escherichia coli
SRR12206245	Escherichia coli
SB2711673796	Escherichia coli
SB279408512	Escherichia coli
SB278790776	Escherichia coli
SB2710441334	Escherichia coli
SB2711672558	Escherichia coli
SB279408306	Escherichia coli
SB278344788	Escherichia coli
SB279408369	Escherichia coli
SB2710445491	Escherichia coli
SB2710446107	Escherichia coli
SB2711673636	Escherichia coli
SB279407118	Escherichia coli
SB279408804	Escherichia coli
SB279408341	Escherichia coli
SB279407225	Escherichia coli
SB278344554	Escherichia coli
SB2710441377	Escherichia coli
SB2710442596	Escherichia coli
SB278791075	Escherichia coli
SB279408716	Escherichia coli
SB279407093	Escherichia coli
SB2711673946	Escherichia coli
SB279408450	Escherichia coli
SB2711673137	Escherichia coli
SB2710196311	Escherichia coli
SB278344754	Escherichia coli
SB278791831	Escherichia coli
SB279407979	Escherichia coli
SB2710442314	Escherichia coli
SB2710441941	Escherichia coli
SB278344713	Escherichia coli
SB2711673195	Escherichia coli
SB2710196290	Escherichia coli
SB2710445438	Escherichia coli
SB2710442431	Escherichia coli
SB2710442295	Escherichia coli
SB279406786	Escherichia coli
SB2710445844	Escherichia coli
SB278790487	Escherichia coli
SB279408562	Escherichia coli
SB2710445607	Escherichia coli
SB2710446010	Escherichia coli
SB279407240	Escherichia coli
SB2711673619	Escherichia coli
SB2710445673	Escherichia coli
SB2710441338	Escherichia coli
SB279407227	Escherichia coli
SB279406680	Escherichia coli
SB2711672801	Escherichia coli
SB2711673874	Escherichia coli
SB2710441839	Escherichia coli
SB2711673390	Escherichia coli
SB2710445495	Escherichia coli
SB2710445638	Escherichia coli
SB2710446091	Escherichia coli
SB2711673860	Escherichia coli
SB278791460	Escherichia coli
SB2710445694	Escherichia coli
SB2710441826	Escherichia coli
SB2711673835	Escherichia coli
SB278790717	Escherichia coli
SB2711672548	Escherichia coli
SB2710443029	Escherichia coli
SB2710441409	Escherichia coli
SB278791465	Escherichia coli
SB278791231	Escherichia coli
SB278790396	Escherichia coli
SB2710442264	Escherichia coli
SB2711673130	Escherichia coli
SB279407588	Escherichia coli
SB2711672805	Escherichia coli
SB2710442670	Escherichia coli
SB278790494	Escherichia coli
SB278790322	Escherichia coli
SB279408480	Escherichia coli
SB279408468	Escherichia coli
SB278790217	Escherichia coli
SB277889415	Escherichia coli
SB2711673125	Escherichia coli
SB278790715	Escherichia coli
SB277890121	Escherichia coli
SB2710441833	Escherichia coli
SRR7026307	Escherichia coli
SB2711672804	Escherichia coli
SB2710441452	Escherichia coli
SB279407260	Escherichia coli
SRR10310420	Escherichia coli
SB278791521	Escherichia coli
SB279407429	Escherichia coli
SB2710445860	Escherichia coli
SB279407296	Escherichia coli
SB278790326	Escherichia coli
SB2710196302	Escherichia coli
SB279407363	Escherichia coli
SB2710441335	Escherichia coli
SB279406902	Escherichia coli
SRR13131703	Escherichia coli
SB2711673669	Escherichia coli
SB277889922	Escherichia coli
SB278790856	Escherichia coli
SB2710441382	Escherichia coli
SRR14138280	Escherichia coli
SB278791049	Escherichia coli
SB2710442664	Escherichia coli
SB2710441383	Escherichia coli
SB2710441494	Escherichia coli
SB278790760	Escherichia coli
SB279406733	Escherichia coli
SB278791763	Escherichia coli
SB279407863	Escherichia coli
SB279408312	Escherichia coli
SB278791620	Escherichia coli
SB2710442315	Escherichia coli
SB2710445959	Escherichia coli
SB2710445846	Escherichia coli
SB278791448	Escherichia coli
SB2710441857	Escherichia coli
SB279406807	Escherichia coli
SB279407150	Escherichia coli
SB2711673654	Escherichia coli
SB279407908	Escherichia coli
SB279408386	Escherichia coli
SB278344709	Escherichia coli
SB279406983	Escherichia coli
SB2711674035	Escherichia coli
SB279407755	Escherichia coli
SB2710441617	Escherichia coli
SB278344478	Escherichia coli
SB2710445578	Escherichia coli
SB2710441333	Escherichia coli
SB2710445590	Escherichia coli
SB2710441419	Escherichia coli
SB2710445726	Escherichia coli
SB2710445864	Escherichia coli
SRR13131704	Escherichia coli
SB279406926	Escherichia coli
SB2711673644	Escherichia coli
SB278791274	Escherichia coli
SB279408281	Escherichia coli
SB279406876	Escherichia coli
SB278791094	Escherichia coli
SB2710442010	Escherichia coli
SB279407772	Escherichia coli
SB2710445852	Escherichia coli
SB279408399	Escherichia coli
SB279408534	Escherichia coli
SB2710445713	Escherichia coli
SB2711673199	Escherichia coli
SB2710196301	Escherichia coli
SB278791501	Escherichia coli
SB2711673896	Escherichia coli
SB278791672	Escherichia coli
SB2711673602	Escherichia coli
SB279406911	Escherichia coli
SB278790486	Escherichia coli
SB2710441999	Escherichia coli
SB2711673295	Escherichia coli
SB279408326	Escherichia coli
SB2710446081	Escherichia coli
SB278790373	Escherichia coli
SB278790788	Escherichia coli
SB279407342	Escherichia coli
SB278791660	Escherichia coli
SB278791759	Escherichia coli
SB278791644	Escherichia coli
SB2710196314	Escherichia coli
SB2710441380	Escherichia coli
SB2710441842	Escherichia coli
SB2711673123	Escherichia coli
SB278791608	Escherichia coli
SB2710446047	Escherichia coli
SB2711673133	Escherichia coli
SB2710442164	Escherichia coli
SB2711673128	Escherichia coli
SB2710445921	Escherichia coli
SB279407283	Escherichia coli
SB2710445679	Escherichia coli
SB278344817	Escherichia coli
SB2710442591	Escherichia coli
SB279408108	Escherichia coli
SB279408808	Escherichia coli
SB2710441968	Escherichia coli
SRR7031338	Escherichia coli
SB2711673815	Escherichia coli
SB277889349	Escherichia coli
SB2710445709	Escherichia coli
SB2710441337	Escherichia coli
SB277889363	Escherichia coli
SB2710445689	Escherichia coli
SB2710442200	Escherichia coli
SB278791682	Escherichia coli
SB2710441946	Escherichia coli
SB279406399	Escherichia coli
SB2711672571	Escherichia coli
SB2710196326	Escherichia coli
SB2711673584	Escherichia coli
SB278791036	Escherichia coli
SB279406387	Escherichia coli
SB2711673573	Escherichia coli
SB278790881	Escherichia coli
SB2710445861	Escherichia coli
SB2710445167	Escherichia coli
SB2711673147	Escherichia coli
SB2711673680	Escherichia coli
SB2711673965	Escherichia coli
SB2710445854	Escherichia coli
SB278790718	Escherichia coli
SB279406890	Escherichia coli
SB279407071	Escherichia coli
SB2710442373	Escherichia coli
SB279406955	Escherichia coli
SB2710441828	Escherichia coli
SB279406694	Escherichia coli
SB278790234	Escherichia coli
SB279406401	Escherichia coli
SB279408348	Escherichia coli
SB2711673575	Escherichia coli
SB279407049	Escherichia coli
SB278344490	Escherichia coli
SB279407407	Escherichia coli
SRR11473284	Escherichia coli
SB2711674224	Escherichia coli
SB2711673587	Escherichia coli
SB2711673831	Escherichia coli
SB279406413	Escherichia coli
SB279408083	Escherichia coli
SB277889556	Escherichia coli
SB278790659	Escherichia coli
SB2710445845	Escherichia coli
SB2710196345	Escherichia coli
SB279408212	Escherichia coli
SB2710445136	Escherichia coli
SB278790652	Escherichia coli
SB279407141	Escherichia coli
SB279408590	Escherichia coli
SB279408589	Escherichia coli
SB2710442109	Escherichia coli
SB279408942	Escherichia coli
SB2711673477	Escherichia coli
SB2710441922	Escherichia coli
SB279406900	Escherichia coli
SB2710196098	Escherichia coli
SB279408316	Escherichia coli
SB279407457	Escherichia coli
SB2710442465	Escherichia coli
SB2711672841	Escherichia coli
SB2711673967	Escherichia coli
SB2710445879	Escherichia coli
SB2710441963	Escherichia coli
SB277889515	Escherichia coli
SB278790328	Escherichia coli
SB2710445453	Escherichia coli
SB278790599	Escherichia coli
SB2711673451	Escherichia coli
SB2711673211	Escherichia coli
SB2710445460	Escherichia coli
SB278791472	Escherichia coli
SB278790280	Escherichia coli
SB279408806	Escherichia coli
SB278790685	Escherichia coli
SB279408507	Escherichia coli
SB278790441	Escherichia coli
SB2710445695	Escherichia coli
SB278790372	Escherichia coli
SB278790938	Escherichia coli
SB278790324	Escherichia coli
SB279406854	Escherichia coli
SB279407306	Escherichia coli
SB279406415	Escherichia coli
SB2710196341	Escherichia coli
SB279406546	Escherichia coli
SB2711673833	Escherichia coli
SB2710442072	Escherichia coli
SB2711672763	Escherichia coli
SB2711672765	Escherichia coli
SB279407828	Escherichia coli
SB2710442103	Escherichia coli
SB279406947	Escherichia coli
SB2710196282	Escherichia coli
SB278790303	Escherichia coli
SB2711673905	Escherichia coli
SB2710445718	Escherichia coli
SB2710196277	Escherichia coli
SB278791645	Escherichia coli
SB2711672795	Escherichia coli
SB2710441918	Escherichia coli
SB2710446032	Escherichia coli
SB2710445896	Escherichia coli
SB278791192	Escherichia coli
SB2710196289	Escherichia coli
SB279406398	Escherichia coli
SRR7230319	Escherichia coli
SB2710442223	Escherichia coli
SB278790316	Escherichia coli
SB277889665	Escherichia coli
SB279406725	Escherichia coli
SB278790637	Escherichia coli
SB278791706	Escherichia coli
SB2711673599	Escherichia coli
SB2710445678	Escherichia coli
SB278790548	Escherichia coli
SRR6051890	Escherichia coli
SB2710196323	Escherichia coli
SB2711673625	Escherichia coli
SB279407804	Escherichia coli
SB2711673484	Escherichia coli
SB278344959	Escherichia coli
SB2710445202	Escherichia coli
SB2710445774	Escherichia coli
SB278790353	Escherichia coli
SB279408099	Escherichia coli
SB279407427	Escherichia coli
SB2711673132	Escherichia coli
SB278344670	Escherichia coli
SB2710446124	Escherichia coli
SB278791482	Escherichia coli
SB2711672768	Escherichia coli
SB278790601	Escherichia coli
SB2711673567	Escherichia coli
SB2710446114	Escherichia coli
SB279407164	Escherichia coli
SB278791679	Escherichia coli
SB277889653	Escherichia coli
SB2710442037	Escherichia coli
SB279407978	Escherichia coli
SB278344622	Escherichia coli
SB2710441827	Escherichia coli
SB278790335	Escherichia coli
SB279407247	Escherichia coli
SB2710441379	Escherichia coli
SB278344774	Escherichia coli
SB2711673156	Escherichia coli
SB279407366	Escherichia coli
SB279407006	Escherichia coli
SB279407750	Escherichia coli
SB2711673171	Escherichia coli
SB278791667	Escherichia coli
SB279406846	Escherichia coli
SB2711673714	Escherichia coli
SB2711673683	Escherichia coli
SB279406712	Escherichia coli
SB279406402	Escherichia coli
SB279407075	Escherichia coli
SB278790507	Escherichia coli
SB279408290	Escherichia coli
SB2710441768	Escherichia coli
SB278790701	Escherichia coli
SB2711673668	Escherichia coli
SB2711672602	Escherichia coli
SB279407286	Escherichia coli
SB2710445776	Escherichia coli
SB2711673640	Escherichia coli
SB2710441435	Escherichia coli
SB279408552	Escherichia coli
SB2710445119	Escherichia coli
SB279408568	Escherichia coli
SB2710196077	Escherichia coli
SB279407126	Escherichia coli
SB278790912	Escherichia coli
SB2711673281	Escherichia coli
SB278790667	Escherichia coli
SB278790687	Escherichia coli
SRR14138356	Escherichia coli
SB278791518	Escherichia coli
SB278344795	Escherichia coli
SB2711673537	Escherichia coli
SB2711673382	Escherichia coli
SB2711673192	Escherichia coli
SB2711674230	Escherichia coli
SB278791820	Escherichia coli
SB278344824	Escherichia coli
SB2710445706	Escherichia coli
SB279408839	Escherichia coli
SB2711674211	Escherichia coli
SB2710196313	Escherichia coli
SB2710196142	Escherichia coli
SB279408578	Escherichia coli
SB2710441949	Escherichia coli
SB278790346	Escherichia coli
SB278344664	Escherichia coli
SB2710196325	Escherichia coli
SB2710196353	Escherichia coli
SB2710445080	Escherichia coli
SB279408126	Escherichia coli
SB278790338	Escherichia coli
SB279407386	Escherichia coli
SB279407353	Escherichia coli
SB278790843	Escherichia coli
SB278790339	Escherichia coli
SB2710441870	Escherichia coli
SB279408825	Escherichia coli
SB2710196283	Escherichia coli
SB2711674217	Escherichia coli
SB279408902	Escherichia coli
SB279408527	Escherichia coli
SB2710441872	Escherichia coli
SB279407913	Escherichia coli
SB2710441412	Escherichia coli
SB2710442462	Escherichia coli
SB2710445047	Escherichia coli
SB2710446132	Escherichia coli
SB2710445061	Escherichia coli
SB278791542	Escherichia coli
SB278790874	Escherichia coli
SB2710442618	Escherichia coli
