sample	cluster	ST	Species	Dataset	Host	Source	Collection.Year	Continent	Country	Region
SRR2970744	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970745	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970746	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970747	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970748	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970749	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Cambodia	
SRR2970750	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Cambodia	
SRR2970752	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Cambodia	
SRR2970754	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Thailand	
SRR2970755	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Thailand	
SRR2970756	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970757	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970758	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970759	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970760	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970761	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970763	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970764	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970765	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970766	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970767	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Thailand	
SRR2970768	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970769	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970770	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970771	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970772	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Cambodia	
SRR2970776	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Cambodia	
SRR2970777	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Cambodia	
SRR2970779	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	Canada	
SRR2970783	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Laos	
SRR2970635	21	131	Escherichia coli	ST131 Context W	Human	Human	2006	Asia	Laos	
SRR2970636	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Asia	Laos	
SRR2970640	21	131	Escherichia coli	ST131 Context NA	Human	Human	2006	North America	Canada	
SRR2970644	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	Germany	
SRR2970645	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	China	
SRR2970647	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	South America	Venezuela	
SRR2970648	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Taiwan	
SRR2970649	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Taiwan	
SRR2970650	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Taiwan	
SRR2970651	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Spain	
SRR2970652	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Taiwan	
SRR2970653	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Spain	
SRR2970654	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	France	
SB278790430	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791624	21	-	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406992	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790812	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344505	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407140	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279408911	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407343	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790642	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406931	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407377	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790287	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790771	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790495	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407480	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790841	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406920	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407785	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790345	21	-	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR14138271	21	131	Escherichia coli	Contextual	Canine	Context	NA			
SB279406867	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710196350	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406880	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406991	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279408695	21	131	Escherichia coli	SB27	Chicken	Animal	NA	North America	United States	
SB278790600	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344717	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710441426	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB278344829	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790218	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344794	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407181	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710443031	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB279406693	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724567	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB279408919	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790532	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR10253929	21	-	Escherichia coli	Contextual	ND/Other	Context	NA			
SB278344608	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344672	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407810	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344786	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406741	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724599	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SRR11473212	21	131	Escherichia coli	Contextual	Poultry	Context	NA			
SRR7724563	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB278344970	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790908	21	4713	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724635	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB279406821	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407455	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR10310416	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278790308	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344543	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407223	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407255	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344632	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790306	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790894	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710196283	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407061	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790501	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407832	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SRR10310393	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278791089	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710441446	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB279406978	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344964	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279408920	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790386	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344967	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR10310413	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB279408913	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344456	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790783	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790458	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724593	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB279406755	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406691	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790289	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790453	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724657	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB278790403	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790695	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790505	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790890	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791697	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791642	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407374	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344482	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR11059188	21	131	Escherichia coli	Contextual	Water/River	Context	NA			
SB279407217	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407016	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790730	21	8671	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791622	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790842	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407384	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724608	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB278791691	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407462	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790749	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790691	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407341	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790815	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279408055	21	131	Escherichia coli	SB27	Chicken	Animal	NA	North America	United States	
SB279406780	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790724	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406386	21	131	Escherichia coli	SB27	Chicken	Animal	NA	North America	United States	
SB278790845	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407113	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790448	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406898	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790521	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407437	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790564	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279408893	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7277694	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278790861	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790808	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344528	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791619	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR10310422	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB279407095	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407372	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790226	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790240	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790711	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406742	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790898	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR4271485	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB279406719	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406860	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724583	21	2279	Escherichia coli	Contextual	Avian	Context	NA			
SRR10383453	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278344705	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710441439	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB279407143	21	4713	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR3581374	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278791630	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791631	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407945	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB279408918	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790795	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279408567	21	131	Escherichia coli	SB27	Chicken	Animal	NA	North America	United States	
SB279408693	21	131	Escherichia coli	SB27	Chicken	Animal	NA	North America	United States	
SRR14138303	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278791091	21	4713	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278344853	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790574	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406951	21	8671	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790694	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790703	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724618	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB278790407	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR14861816	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278344944	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791625	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790402	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR7724650	21	131	Escherichia coli	Contextual	Avian	Context	NA			
SB279407084	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407048	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279406917	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791430	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB278344942	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278791615	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR10383454	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB278790636	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB279407818	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB278790276	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SB2710443051	21	131	Escherichia coli	SB27	Turkey	Animal	NA	North America	United States	
SB278790360	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
SRR3579397	21	131	Escherichia coli	Contextual	Human	Context	NA			
SB2710196278	21	131	Escherichia coli	SB27	Human	Human	NA	North America	United States	
